OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales,Cost,Profit,OrderPriority
O00639,2024-10-06,C0078,P003,2,367.34,0.15,624.48,440.81,183.67,Low
O00640,2023-09-28,C0017,P027,5,103.84,0.0,519.2,311.52,207.68,High
O00641,2023-08-23,C0139,P020,3,149.16,0.0,447.48,268.49,178.99,Low
O00642,2023-09-16,C0175,P004,2,301.34,0.0,602.68,361.61,241.07,Medium
O00643,2024-07-12,C0056,P039,2,343.7,0.0,687.4,412.44,274.96,High
O00644,2023-02-24,C0143,P022,2,74.05,0.0,148.1,88.86,59.24,Critical
O00645,2024-11-25,C0149,P014,5,110.11,0.0,550.55,330.33,220.22,Low
O00646,2024-09-12,C0006,P050,3,96.5,0.05,275.02,173.7,101.32,Critical
O00647,2023-01-25,C0190,P009,1,302.55,0.0,302.55,181.53,121.02,Low
O00648,2024-11-23,C0006,P019,2,218.81,0.1,393.86,262.57,131.29,High
O00649,2024-02-21,C0181,P040,1,222.88,0.0,222.88,133.73,89.15,High
O00650,2024-02-16,C0019,P003,2,367.34,0.1,661.21,440.81,220.4,High
O00651,2024-05-02,C0027,P050,3,96.5,0.15,246.08,173.7,72.38,Low
O00652,2023-06-14,C0017,P043,7,22.02,0.0,154.14,92.48,61.66,Medium
O00653,2024-01-21,C0134,P026,2,393.66,0.1,708.59,472.39,236.2,High
O00654,2023-04-10,C0019,P035,4,482.99,0.0,1931.96,1159.18,772.78,High
O00655,2024-09-28,C0083,P047,3,159.3,0.1,430.11,286.74,143.37,Medium
O00656,2023-12-10,C0147,P025,2,230.75,0.15,392.28,276.9,115.38,High
O00657,2024-04-22,C0018,P039,3,343.7,0.0,1031.1,618.66,412.44,Low
O00658,2023-09-27,C0192,P044,2,455.11,0.05,864.71,546.13,318.58,Low
O00659,2023-04-26,C0150,P039,2,343.7,0.1,618.66,412.44,206.22,Medium
O00660,2023-12-15,C0048,P031,1,305.73,0.1,275.16,183.44,91.72,Critical
O00661,2023-02-20,C0116,P023,3,149.61,0.0,448.83,269.3,179.53,High
O00662,2023-01-22,C0023,P017,3,155.6,0.05,443.46,280.08,163.38,Medium
O00663,2024-10-01,C0115,P033,5,37.2,0.1,167.4,111.6,55.8,Critical
O00664,2024-01-27,C0058,P003,3,367.34,0.1,991.82,661.21,330.61,High
O00665,2023-09-05,C0134,P040,3,222.88,0.0,668.64,401.18,267.46,Critical
O00666,2024-10-15,C0191,P024,3,186.35,0.0,559.05,335.43,223.62,High
O00667,2024-11-24,C0009,P029,1,298.25,0.05,283.34,178.95,104.39,Critical
O00668,2024-07-03,C0089,P014,3,110.11,0.0,330.33,198.2,132.13,High
O00669,2023-12-08,C0189,P037,4,155.78,0.0,623.12,373.87,249.25,High
O00670,2024-08-26,C0185,P032,1,89.41,0.0,89.41,53.65,35.76,Medium
O00671,2023-09-25,C0191,P033,2,37.2,0.0,74.4,44.64,29.76,Medium
O00672,2024-01-30,C0099,P028,5,259.55,0.05,1232.86,778.65,454.21,Medium
O00673,2023-07-18,C0200,P021,2,307.87,0.0,615.74,369.44,246.3,Medium
O00674,2023-10-09,C0095,P017,3,155.6,0.0,466.8,280.08,186.72,High
O00675,2023-09-13,C0023,P044,2,455.11,0.1,819.2,546.13,273.07,Low
O00676,2024-11-01,C0042,P041,3,65.41,0.0,196.23,117.74,78.49,Low
O00677,2024-03-28,C0053,P047,3,159.3,0.1,430.11,286.74,143.37,Low
O00678,2024-01-19,C0163,P015,2,95.0,0.1,171.0,114.0,57.0,Critical
O00679,2023-08-05,C0069,P006,3,82.22,0.0,246.66,148.0,98.66,Critical
O00680,2024-10-23,C0118,P022,6,74.05,0.0,444.3,266.58,177.72,Medium
O00681,2023-07-19,C0111,P038,1,53.35,0.05,50.68,32.01,18.67,Critical
O00682,2023-08-19,C0183,P041,1,65.41,0.1,58.87,39.25,19.62,Low
O00683,2023-08-17,C0105,P006,3,82.22,0.0,246.66,148.0,98.66,Medium
O00684,2024-08-23,C0168,P040,2,222.88,0.0,445.76,267.46,178.3,High
O00685,2023-03-14,C0045,P016,2,95.79,0.15,162.84,114.95,47.89,High
O00686,2023-02-11,C0068,P048,2,262.43,0.0,524.86,314.92,209.94,Critical
O00687,2024-02-21,C0017,P036,6,405.16,0.05,2309.41,1458.58,850.83,Critical
O00688,2024-10-15,C0088,P047,2,159.3,0.0,318.6,191.16,127.44,Critical
O00689,2024-07-24,C0061,P050,3,96.5,0.0,289.5,173.7,115.8,High
O00690,2023-05-01,C0111,P049,1,275.62,0.0,275.62,165.37,110.25,Low
O00691,2023-08-10,C0038,P021,4,307.87,0.15,1046.76,738.89,307.87,Low
O00692,2024-08-13,C0071,P041,1,65.41,0.0,65.41,39.25,26.16,Low
O00693,2024-03-12,C0025,P027,1,103.84,0.0,103.84,62.3,41.54,High
O00694,2023-12-24,C0200,P011,1,15.19,0.1,13.67,9.11,4.56,Critical
O00695,2024-07-29,C0137,P050,3,96.5,0.15,246.08,173.7,72.38,Medium
O00696,2023-01-24,C0157,P017,2,155.6,0.0,311.2,186.72,124.48,Critical
O00697,2024-09-30,C0117,P010,4,355.5,0.0,1422.0,853.2,568.8,Medium
O00698,2023-08-11,C0071,P010,3,355.5,0.05,1013.18,639.9,373.28,Low
O00699,2023-02-22,C0065,P030,5,27.99,0.15,118.96,83.97,34.99,Low
O00700,2024-12-10,C0140,P025,3,230.75,0.05,657.64,415.35,242.29,High
O00701,2023-02-27,C0131,P002,2,475.6,0.0,951.2,570.72,380.48,High
O00702,2024-07-11,C0058,P031,2,305.73,0.1,550.31,366.88,183.43,Medium
O00703,2024-07-18,C0125,P037,2,155.78,0.0,311.56,186.94,124.62,Medium
O00704,2024-01-16,C0032,P046,4,332.95,0.0,1331.8,799.08,532.72,Critical
O00705,2024-05-11,C0046,P030,4,27.99,0.0,111.96,67.18,44.78,High
O00706,2023-06-10,C0139,P046,1,332.95,0.1,299.65,199.77,99.88,High
O00707,2024-11-23,C0131,P001,3,190.4,0.0,571.2,342.72,228.48,High
O00708,2023-11-14,C0073,P036,1,405.16,0.0,405.16,243.1,162.06,High
O00709,2023-12-22,C0112,P025,3,230.75,0.0,692.25,415.35,276.9,High
O00710,2024-12-02,C0083,P008,1,433.76,0.05,412.07,260.26,151.81,Medium
O00711,2023-10-05,C0035,P008,1,433.76,0.0,433.76,260.26,173.5,High
O00712,2024-06-20,C0188,P016,2,95.79,0.0,191.58,114.95,76.63,Low
O00713,2023-05-17,C0011,P040,5,222.88,0.1,1002.96,668.64,334.32,Critical
O00714,2023-09-20,C0172,P041,5,65.41,0.0,327.05,196.23,130.82,Low
O00715,2023-06-07,C0110,P030,3,27.99,0.0,83.97,50.38,33.59,High
O00716,2024-01-24,C0029,P001,2,190.4,0.0,380.8,228.48,152.32,High
O00717,2023-07-09,C0170,P037,3,155.78,0.05,443.97,280.4,163.57,High
O00718,2023-08-30,C0198,P007,4,33.75,0.0,135.0,81.0,54.0,Medium
O00719,2024-11-02,C0129,P007,2,33.75,0.0,67.5,40.5,27.0,Medium
O00720,2024-08-03,C0084,P029,6,298.25,0.1,1610.55,1073.7,536.85,Medium
O00721,2023-05-09,C0047,P036,2,405.16,0.0,810.32,486.19,324.13,Low
O00722,2023-08-08,C0190,P009,1,302.55,0.15,257.17,181.53,75.64,Low
O00723,2023-06-26,C0088,P010,5,355.5,0.05,1688.62,1066.5,622.12,Critical
O00724,2023-02-26,C0072,P001,1,190.4,0.1,171.36,114.24,57.12,High
O00725,2024-02-23,C0147,P037,6,155.78,0.0,934.68,560.81,373.87,Medium
O00726,2023-06-25,C0186,P020,3,149.16,0.05,425.11,268.49,156.62,High
O00727,2024-05-20,C0120,P013,2,417.06,0.15,709.0,500.47,208.53,Critical
O00728,2024-12-20,C0186,P026,3,393.66,0.1,1062.88,708.59,354.29,Critical
O00729,2023-04-01,C0076,P005,2,82.23,0.0,164.46,98.68,65.78,Critical
O00730,2024-07-31,C0107,P039,2,343.7,0.0,687.4,412.44,274.96,Critical
O00731,2024-04-08,C0073,P016,1,95.79,0.1,86.21,57.47,28.74,Critical
O00732,2024-07-01,C0165,P049,5,275.62,0.0,1378.1,826.86,551.24,Critical
O00733,2024-05-30,C0032,P035,4,482.99,0.05,1835.36,1159.18,676.18,High
O00734,2023-06-30,C0023,P007,2,33.75,0.0,67.5,40.5,27.0,Medium
O00735,2024-08-24,C0074,P030,6,27.99,0.0,167.94,100.76,67.18,Medium
O00736,2024-02-23,C0012,P029,2,298.25,0.0,596.5,357.9,238.6,Medium
O00737,2024-02-11,C0174,P034,1,474.7,0.0,474.7,284.82,189.88,Critical
O00738,2024-01-14,C0164,P010,2,355.5,0.0,711.0,426.6,284.4,Low
O00739,2023-06-17,C0083,P027,4,103.84,0.1,373.82,249.22,124.6,Low
O00740,2023-06-12,C0006,P022,3,74.05,0.0,222.15,133.29,88.86,High
O00741,2023-02-09,C0010,P027,2,103.84,0.1,186.91,124.61,62.3,High
O00742,2024-12-20,C0020,P034,4,474.7,0.15,1613.98,1139.28,474.7,High
O00743,2024-03-07,C0106,P044,2,455.11,0.1,819.2,546.13,273.07,Low
O00744,2023-12-02,C0159,P005,2,82.23,0.0,164.46,98.68,65.78,High
O00745,2024-01-29,C0108,P024,2,186.35,0.0,372.7,223.62,149.08,High
O00746,2024-02-15,C0168,P041,2,65.41,0.0,130.82,78.49,52.33,High
O00747,2024-12-06,C0073,P046,2,332.95,0.0,665.9,399.54,266.36,Medium
O00748,2023-02-04,C0105,P029,1,298.25,0.05,283.34,178.95,104.39,Critical
O00749,2023-10-26,C0155,P020,2,149.16,0.0,298.32,178.99,119.33,Medium
O00750,2023-01-29,C0187,P010,4,355.5,0.0,1422.0,853.2,568.8,High
O00751,2023-05-29,C0090,P040,4,222.88,0.0,891.52,534.91,356.61,Low
O00752,2023-04-02,C0085,P015,1,95.0,0.0,95.0,57.0,38.0,Critical
O00753,2023-06-29,C0085,P005,5,82.23,0.1,370.04,246.69,123.35,Low
O00754,2023-01-31,C0101,P015,2,95.0,0.0,190.0,114.0,76.0,Low
O00755,2023-11-24,C0023,P025,3,230.75,0.15,588.41,415.35,173.06,Low
O00756,2024-05-08,C0170,P027,2,103.84,0.0,207.68,124.61,83.07,Critical
O00757,2024-09-07,C0043,P020,2,149.16,0.0,298.32,178.99,119.33,Low
O00758,2024-10-03,C0132,P037,3,155.78,0.0,467.34,280.4,186.94,Medium
O00759,2023-06-21,C0068,P050,2,96.5,0.0,193.0,115.8,77.2,Medium
O00760,2024-02-22,C0144,P013,3,417.06,0.0,1251.18,750.71,500.47,Low
O00761,2024-06-27,C0095,P034,3,474.7,0.05,1352.89,854.46,498.43,Low
O00762,2024-06-07,C0120,P024,2,186.35,0.1,335.43,223.62,111.81,Low
O00763,2023-03-16,C0149,P034,2,474.7,0.0,949.4,569.64,379.76,Medium
O00764,2023-02-23,C0184,P006,3,82.22,0.0,246.66,148.0,98.66,Critical
O00765,2023-05-18,C0007,P032,1,89.41,0.1,80.47,53.65,26.82,Medium
O00766,2024-11-29,C0008,P035,1,482.99,0.0,482.99,289.79,193.2,Medium
O00767,2023-12-31,C0075,P027,2,103.84,0.0,207.68,124.61,83.07,Low
O00768,2023-11-27,C0196,P045,3,133.1,0.0,399.3,239.58,159.72,Medium
O00769,2023-04-08,C0138,P036,5,405.16,0.0,2025.8,1215.48,810.32,Low
O00770,2024-06-14,C0034,P018,3,264.75,0.0,794.25,476.55,317.7,Critical
O00771,2024-11-15,C0147,P014,2,110.11,0.05,209.21,132.13,77.08,Low
O00772,2023-02-26,C0094,P047,5,159.3,0.0,796.5,477.9,318.6,Critical
O00773,2024-02-28,C0092,P035,4,482.99,0.1,1738.76,1159.18,579.58,High
O00774,2023-07-04,C0149,P024,4,186.35,0.05,708.13,447.24,260.89,Low
O00775,2023-01-06,C0105,P017,4,155.6,0.05,591.28,373.44,217.84,High
O00776,2024-09-06,C0066,P025,2,230.75,0.05,438.42,276.9,161.52,Medium
O00777,2023-09-20,C0057,P022,2,74.05,0.05,140.7,88.86,51.84,Medium
O00778,2023-02-26,C0090,P026,6,393.66,0.15,2007.67,1417.18,590.49,Critical
O00779,2024-12-11,C0058,P028,4,259.55,0.0,1038.2,622.92,415.28,Medium
O00780,2023-08-27,C0159,P026,5,393.66,0.0,1968.3,1180.98,787.32,Critical
O00781,2023-01-21,C0018,P040,2,222.88,0.0,445.76,267.46,178.3,High
O00782,2023-04-01,C0060,P039,3,343.7,0.0,1031.1,618.66,412.44,High
O00783,2024-05-22,C0184,P026,2,393.66,0.15,669.22,472.39,196.83,Critical
O00784,2024-04-12,C0027,P033,3,37.2,0.1,100.44,66.96,33.48,Critical
O00785,2023-12-03,C0190,P013,2,417.06,0.15,709.0,500.47,208.53,High
O00786,2023-06-29,C0173,P012,2,485.11,0.15,824.69,582.13,242.56,Medium
O00787,2023-10-19,C0044,P042,1,250.11,0.15,212.59,150.07,62.52,Medium
O00788,2024-04-25,C0031,P004,3,301.34,0.0,904.02,542.41,361.61,Critical
O00789,2024-01-08,C0179,P040,2,222.88,0.0,445.76,267.46,178.3,High
O00790,2024-02-24,C0034,P011,3,15.19,0.1,41.01,27.34,13.67,Low
O00791,2023-03-02,C0199,P012,3,485.11,0.05,1382.56,873.2,509.36,Low
O00792,2023-08-22,C0128,P034,1,474.7,0.0,474.7,284.82,189.88,High
O00793,2024-03-09,C0181,P002,2,475.6,0.0,951.2,570.72,380.48,Low
O00794,2023-12-22,C0117,P022,6,74.05,0.0,444.3,266.58,177.72,High
O00795,2024-08-08,C0003,P041,3,65.41,0.0,196.23,117.74,78.49,Medium
O00796,2024-05-10,C0022,P042,2,250.11,0.15,425.19,300.13,125.06,Medium
O00797,2024-11-15,C0154,P041,3,65.41,0.0,196.23,117.74,78.49,High
O00798,2023-01-30,C0041,P008,4,433.76,0.0,1735.04,1041.02,694.02,Low
O00799,2023-06-05,C0150,P006,4,82.22,0.05,312.44,197.33,115.11,Critical
O00800,2023-06-07,C0175,P015,6,95.0,0.1,513.0,342.0,171.0,High
O00801,2024-02-07,C0121,P015,4,95.0,0.0,380.0,228.0,152.0,High
O00802,2024-02-02,C0096,P027,5,103.84,0.0,519.2,311.52,207.68,Critical
O00803,2024-01-03,C0066,P006,2,82.22,0.1,148.0,98.66,49.34,Critical
O00804,2023-06-12,C0158,P031,3,305.73,0.05,871.33,550.31,321.02,Medium
O00805,2023-05-24,C0198,P015,4,95.0,0.15,323.0,228.0,95.0,High
O00806,2023-07-28,C0199,P048,3,262.43,0.0,787.29,472.37,314.92,Medium
O00807,2024-04-11,C0112,P041,3,65.41,0.05,186.42,117.74,68.68,Critical
O00808,2024-11-06,C0120,P004,3,301.34,0.0,904.02,542.41,361.61,Critical
O00809,2024-03-24,C0010,P025,2,230.75,0.0,461.5,276.9,184.6,Low
O00810,2024-06-13,C0144,P041,5,65.41,0.0,327.05,196.23,130.82,Medium
O00811,2024-09-13,C0134,P042,2,250.11,0.0,500.22,300.13,200.09,High
O00812,2023-01-31,C0076,P018,2,264.75,0.15,450.08,317.7,132.38,Medium
O00813,2023-07-30,C0135,P031,3,305.73,0.0,917.19,550.31,366.88,Critical
O00814,2024-12-16,C0045,P006,4,82.22,0.15,279.55,197.33,82.22,Low
O00815,2023-08-30,C0066,P001,2,190.4,0.0,380.8,228.48,152.32,High
O00816,2024-09-14,C0078,P031,2,305.73,0.05,580.89,366.88,214.01,Low
O00817,2024-10-09,C0139,P030,1,27.99,0.0,27.99,16.79,11.2,Medium
O00818,2024-10-27,C0059,P049,5,275.62,0.15,1171.38,826.86,344.52,Low
O00819,2023-12-13,C0167,P021,4,307.87,0.05,1169.91,738.89,431.02,Low
O00820,2023-10-17,C0075,P002,3,475.6,0.0,1426.8,856.08,570.72,High
O00821,2024-03-17,C0016,P034,1,474.7,0.0,474.7,284.82,189.88,Critical
O00822,2024-02-12,C0151,P015,4,95.0,0.05,361.0,228.0,133.0,High
O00823,2024-04-24,C0125,P040,4,222.88,0.1,802.37,534.91,267.46,Medium
O00824,2024-12-16,C0073,P009,3,302.55,0.1,816.89,544.59,272.3,Medium
O00825,2024-03-25,C0168,P010,4,355.5,0.0,1422.0,853.2,568.8,Low
O00826,2023-02-24,C0154,P045,3,133.1,0.0,399.3,239.58,159.72,Medium
O00827,2024-03-10,C0071,P017,6,155.6,0.05,886.92,560.16,326.76,Medium
O00828,2023-06-28,C0184,P025,2,230.75,0.1,415.35,276.9,138.45,Medium
O00829,2024-01-04,C0075,P009,2,302.55,0.15,514.34,363.06,151.28,Critical
O00830,2023-06-07,C0078,P037,2,155.78,0.0,311.56,186.94,124.62,Medium
O00831,2023-01-13,C0006,P035,3,482.99,0.0,1448.97,869.38,579.59,Medium
O00832,2023-02-12,C0188,P016,1,95.79,0.05,91.0,57.47,33.53,Low
O00833,2024-06-13,C0136,P049,5,275.62,0.05,1309.2,826.86,482.34,High
O00834,2023-12-06,C0105,P036,3,405.16,0.0,1215.48,729.29,486.19,Low
O00835,2024-08-31,C0147,P042,1,250.11,0.0,250.11,150.07,100.04,Medium
O00836,2024-09-17,C0163,P016,2,95.79,0.0,191.58,114.95,76.63,Low
O00837,2023-01-11,C0127,P029,2,298.25,0.0,596.5,357.9,238.6,Critical
O00838,2024-08-06,C0191,P034,3,474.7,0.0,1424.1,854.46,569.64,Medium
O00839,2024-02-27,C0130,P046,4,332.95,0.1,1198.62,799.08,399.54,Critical
O00840,2024-08-10,C0161,P022,1,74.05,0.0,74.05,44.43,29.62,High
O00841,2024-10-14,C0100,P020,3,149.16,0.05,425.11,268.49,156.62,Low
O00842,2023-09-17,C0174,P007,3,33.75,0.1,91.12,60.75,30.37,High
O00843,2024-11-23,C0199,P023,5,149.61,0.1,673.25,448.83,224.42,Low
O00844,2023-02-08,C0157,P039,3,343.7,0.0,1031.1,618.66,412.44,Critical
O00845,2024-01-12,C0105,P009,4,302.55,0.0,1210.2,726.12,484.08,Critical
O00846,2023-10-01,C0103,P008,4,433.76,0.0,1735.04,1041.02,694.02,Low
O00847,2023-06-26,C0008,P028,2,259.55,0.05,493.14,311.46,181.68,Critical
O00848,2023-10-20,C0086,P040,1,222.88,0.1,200.59,133.73,66.86,Medium
O00849,2024-08-02,C0109,P048,3,262.43,0.0,787.29,472.37,314.92,Low
O00850,2024-03-13,C0141,P037,4,155.78,0.0,623.12,373.87,249.25,High
O00851,2024-06-15,C0027,P018,3,264.75,0.05,754.54,476.55,277.99,Low
O00852,2023-12-17,C0097,P009,2,302.55,0.1,544.59,363.06,181.53,Low
O00853,2023-08-13,C0130,P036,3,405.16,0.0,1215.48,729.29,486.19,Medium
O00854,2024-10-22,C0055,P005,3,82.23,0.15,209.69,148.01,61.68,Low
O00855,2023-04-12,C0118,P027,2,103.84,0.15,176.53,124.61,51.92,Critical
O00856,2023-11-10,C0081,P018,4,264.75,0.0,1059.0,635.4,423.6,Critical
O00857,2024-09-28,C0106,P044,2,455.11,0.0,910.22,546.13,364.09,Medium
O00858,2023-05-10,C0081,P023,5,149.61,0.0,748.05,448.83,299.22,Critical
O00859,2024-10-07,C0141,P038,2,53.35,0.0,106.7,64.02,42.68,Medium
O00860,2024-08-25,C0080,P005,2,82.23,0.05,156.24,98.68,57.56,Low
O00861,2023-03-05,C0176,P029,2,298.25,0.0,596.5,357.9,238.6,Medium
O00862,2023-10-16,C0067,P005,5,82.23,0.0,411.15,246.69,164.46,High
O00863,2024-03-24,C0149,P017,3,155.6,0.15,396.78,280.08,116.7,Critical
O00864,2024-04-10,C0113,P045,1,133.1,0.0,133.1,79.86,53.24,Critical
O00865,2023-08-01,C0091,P037,3,155.78,0.1,420.61,280.4,140.21,High
O00866,2023-12-29,C0185,P011,2,15.19,0.0,30.38,18.23,12.15,Medium
O00867,2023-04-22,C0144,P009,1,302.55,0.0,302.55,181.53,121.02,Critical
O00868,2024-09-14,C0084,P009,5,302.55,0.0,1512.75,907.65,605.1,Low
O00869,2023-01-18,C0042,P033,2,37.2,0.0,74.4,44.64,29.76,Critical
O00870,2024-07-20,C0056,P008,1,433.76,0.0,433.76,260.26,173.5,Critical
O00871,2024-03-26,C0017,P001,4,190.4,0.05,723.52,456.96,266.56,High
O00872,2023-04-26,C0188,P032,6,89.41,0.05,509.64,321.88,187.76,High
O00873,2023-11-07,C0111,P043,3,22.02,0.15,56.15,39.64,16.51,High
O00874,2024-11-02,C0193,P030,2,27.99,0.0,55.98,33.59,22.39,Low
O00875,2024-10-09,C0172,P010,1,355.5,0.1,319.95,213.3,106.65,High
O00876,2023-07-31,C0004,P008,4,433.76,0.0,1735.04,1041.02,694.02,Medium
O00877,2024-08-24,C0117,P037,2,155.78,0.1,280.4,186.94,93.46,High
O00878,2023-05-29,C0067,P024,2,186.35,0.15,316.79,223.62,93.17,Low
O00879,2023-05-22,C0157,P024,1,186.35,0.15,158.4,111.81,46.59,Critical
O00880,2023-01-06,C0045,P021,5,307.87,0.0,1539.35,923.61,615.74,Low
O00881,2023-08-04,C0113,P036,4,405.16,0.0,1620.64,972.38,648.26,Critical
O00882,2023-09-14,C0088,P004,5,301.34,0.05,1431.36,904.02,527.34,Medium
O00883,2024-09-24,C0002,P022,2,74.05,0.1,133.29,88.86,44.43,Critical
O00884,2023-11-14,C0007,P023,3,149.61,0.1,403.95,269.3,134.65,Critical
O00885,2023-11-20,C0030,P043,2,22.02,0.0,44.04,26.42,17.62,Medium
O00886,2024-09-30,C0082,P030,4,27.99,0.0,111.96,67.18,44.78,High
O00887,2024-07-25,C0108,P004,2,301.34,0.0,602.68,361.61,241.07,Critical
O00888,2024-03-27,C0167,P042,1,250.11,0.1,225.1,150.07,75.03,Critical
O00889,2024-04-15,C0178,P002,1,475.6,0.1,428.04,285.36,142.68,Low
O00890,2023-08-31,C0050,P049,4,275.62,0.15,937.11,661.49,275.62,Low
O00891,2023-11-11,C0122,P040,2,222.88,0.1,401.18,267.46,133.72,High
O00892,2023-03-26,C0181,P017,2,155.6,0.0,311.2,186.72,124.48,High
O00893,2023-07-09,C0075,P001,5,190.4,0.0,952.0,571.2,380.8,Medium
O00894,2023-06-14,C0167,P004,1,301.34,0.15,256.14,180.8,75.34,Low
O00895,2023-07-10,C0147,P023,1,149.61,0.0,149.61,89.77,59.84,Low
O00896,2023-02-04,C0102,P016,3,95.79,0.0,287.37,172.42,114.95,Low
O00897,2024-08-03,C0132,P027,1,103.84,0.0,103.84,62.3,41.54,Medium
O00898,2023-05-12,C0025,P017,1,155.6,0.1,140.04,93.36,46.68,Critical
O00899,2024-10-14,C0123,P031,5,305.73,0.1,1375.78,917.19,458.59,Critical
O00900,2023-10-06,C0058,P021,3,307.87,0.0,923.61,554.17,369.44,Medium
O00901,2023-03-16,C0136,P012,3,485.11,0.0,1455.33,873.2,582.13,Medium
O00902,2023-02-15,C0070,P005,5,82.23,0.15,349.48,246.69,102.79,Critical
O00903,2024-10-23,C0135,P017,3,155.6,0.1,420.12,280.08,140.04,Medium
O00904,2024-02-19,C0027,P026,4,393.66,0.0,1574.64,944.78,629.86,Critical
O00905,2024-12-28,C0180,P016,2,95.79,0.0,191.58,114.95,76.63,Low
O00906,2023-12-06,C0173,P043,2,22.02,0.0,44.04,26.42,17.62,Critical
O00907,2024-12-28,C0007,P027,5,103.84,0.0,519.2,311.52,207.68,High
O00908,2024-09-15,C0157,P030,6,27.99,0.05,159.54,100.76,58.78,High
O00909,2023-10-10,C0033,P040,2,222.88,0.05,423.47,267.46,156.01,Critical
O00910,2024-06-25,C0118,P001,2,190.4,0.15,323.68,228.48,95.2,Critical
O00911,2023-02-08,C0129,P021,1,307.87,0.0,307.87,184.72,123.15,Medium
O00912,2024-12-04,C0143,P033,4,37.2,0.0,148.8,89.28,59.52,Critical
O00913,2023-10-01,C0146,P013,6,417.06,0.15,2127.01,1501.42,625.59,Critical
O00914,2023-12-15,C0125,P027,4,103.84,0.1,373.82,249.22,124.6,High
O00915,2024-08-09,C0081,P039,3,343.7,0.0,1031.1,618.66,412.44,Medium
O00916,2023-07-16,C0173,P024,3,186.35,0.0,559.05,335.43,223.62,Medium
O00917,2023-04-26,C0028,P031,4,305.73,0.0,1222.92,733.75,489.17,Medium
O00918,2023-01-30,C0174,P027,6,103.84,0.0,623.04,373.82,249.22,Critical
O00919,2023-03-30,C0059,P038,2,53.35,0.0,106.7,64.02,42.68,High
O00920,2023-12-24,C0048,P039,2,343.7,0.1,618.66,412.44,206.22,Medium
O00921,2023-10-10,C0029,P017,2,155.6,0.0,311.2,186.72,124.48,Medium
O00922,2024-10-18,C0008,P001,5,190.4,0.1,856.8,571.2,285.6,Medium
O00923,2023-05-31,C0034,P040,1,222.88,0.0,222.88,133.73,89.15,Medium
O00924,2024-06-12,C0142,P039,3,343.7,0.0,1031.1,618.66,412.44,High
O00925,2023-03-02,C0027,P045,2,133.1,0.0,266.2,159.72,106.48,High
O00926,2024-11-08,C0105,P038,3,53.35,0.05,152.05,96.03,56.02,Critical
O00927,2023-05-31,C0087,P028,5,259.55,0.0,1297.75,778.65,519.1,Critical
O00928,2023-02-11,C0054,P007,4,33.75,0.0,135.0,81.0,54.0,High
O00929,2024-07-18,C0034,P018,4,264.75,0.0,1059.0,635.4,423.6,Critical
O00930,2024-03-03,C0152,P027,4,103.84,0.15,353.06,249.22,103.84,Critical
O00931,2024-12-24,C0191,P046,2,332.95,0.0,665.9,399.54,266.36,Critical
O00932,2023-07-31,C0156,P015,4,95.0,0.0,380.0,228.0,152.0,Critical
O00933,2023-07-28,C0174,P021,2,307.87,0.0,615.74,369.44,246.3,Critical
O00934,2024-11-09,C0196,P018,1,264.75,0.0,264.75,158.85,105.9,High
O00935,2024-12-23,C0170,P009,4,302.55,0.05,1149.69,726.12,423.57,Medium
O00936,2024-04-28,C0159,P043,3,22.02,0.0,66.06,39.64,26.42,High
O00937,2023-03-25,C0055,P006,1,82.22,0.0,82.22,49.33,32.89,Critical
O00938,2024-07-26,C0062,P046,2,332.95,0.05,632.6,399.54,233.06,Low
O00939,2024-07-02,C0057,P037,5,155.78,0.15,662.06,467.34,194.72,Medium
O00940,2023-07-28,C0193,P030,4,27.99,0.05,106.36,67.18,39.18,Medium
O00941,2024-07-07,C0005,P041,6,65.41,0.15,333.59,235.48,98.11,Critical
O00942,2023-03-31,C0182,P028,3,259.55,0.0,778.65,467.19,311.46,Medium
O00943,2024-08-04,C0020,P032,3,89.41,0.0,268.23,160.94,107.29,Critical
O00944,2023-12-30,C0170,P006,3,82.22,0.15,209.66,148.0,61.66,High
O00945,2024-03-09,C0082,P024,4,186.35,0.0,745.4,447.24,298.16,Low
O00946,2023-08-12,C0033,P014,5,110.11,0.0,550.55,330.33,220.22,High
O00947,2024-07-24,C0054,P013,4,417.06,0.0,1668.24,1000.94,667.3,Medium
O00948,2023-11-25,C0072,P006,2,82.22,0.0,164.44,98.66,65.78,Medium
O00949,2023-07-03,C0061,P030,3,27.99,0.0,83.97,50.38,33.59,High
O00950,2024-07-17,C0131,P042,3,250.11,0.0,750.33,450.2,300.13,Low
O00951,2024-12-24,C0017,P036,4,405.16,0.0,1620.64,972.38,648.26,Critical
O00952,2024-05-17,C0108,P041,4,65.41,0.0,261.64,156.98,104.66,High
O00953,2024-01-14,C0115,P005,3,82.23,0.0,246.69,148.01,98.68,Medium
O00954,2024-07-29,C0177,P001,3,190.4,0.1,514.08,342.72,171.36,Low
O00955,2024-07-07,C0043,P046,3,332.95,0.0,998.85,599.31,399.54,Critical
O00956,2023-01-21,C0014,P032,3,89.41,0.0,268.23,160.94,107.29,High
O00957,2023-07-02,C0030,P012,2,485.11,0.0,970.22,582.13,388.09,Critical
O00958,2024-10-06,C0172,P017,2,155.6,0.0,311.2,186.72,124.48,Critical
